Timestamp,year,CCT,CVA,ECA,ELU,FRE,LAX,MX,NCT,NE,NVA,NW,PAC,SDG,SW
246,2016,0.82,0.22,0,0.05,0.16,0.19,0.06,0.9,0.46,0.9,0.9,0,0.14,0
247,2016,0.86,0.29,0,0.03,0.14,0.16,0.07,0.9,0.33,0.9,0.9,0,0.14,0
248,2016,0.89,0.34,0,0.02,0.13,0.13,0.11,0.9,0.24,0.9,0.9,0,0.15,0
249,2016,0.89,0.35,0,0.01,0.13,0.08,0.13,0.9,0.18,0.9,0.9,0,0.16,0
250,2016,0.9,0.34,0,0,0.15,0.08,0.14,0.9,0.12,0.9,0.9,0,0.18,0
251,2016,0.9,0.56,0.01,0.01,0.23,0.08,0.16,0.9,0.1,0.9,0.9,0,0.3,0
252,2016,0.9,0.78,0.06,0.03,0.37,0.07,0.19,0.9,0.11,0.9,0.9,0,0.45,0
253,2016,0.9,0.85,0.12,0.07,0.54,0.07,0.22,0.9,0.14,0.9,0.9,0,0.57,0
254,2016,0.9,0.86,0.16,0.12,0.71,0.09,0.28,0.9,0.2,0.9,0.9,0,0.63,0
255,2016,0.9,0.85,0.2,0.2,0.84,0.13,0.33,0.9,0.22,0.9,0.9,0.01,0.62,0
256,2016,0.88,0.83,0.18,0.25,0.89,0.15,0.38,0.9,0.22,0.9,0.9,0.01,0.63,0
257,2016,0.88,0.77,0.21,0.37,0.89,0.14,0.34,0.9,0.31,0.9,0.9,0.01,0.68,0
258,2016,0.88,0.79,0.29,0.53,0.9,0.17,0.43,0.9,0.42,0.9,0.9,0.03,0.72,0
259,2016,0.88,0.83,0.35,0.58,0.89,0.18,0.5,0.9,0.38,0.9,0.9,0.1,0.74,0
260,2016,0.88,0.83,0.43,0.56,0.85,0.19,0.43,0.9,0.3,0.9,0.9,0.2,0.76,0
261,2016,0.88,0.8,0.48,0.76,0.87,0.22,0.39,0.9,0.23,0.9,0.9,0.31,0.77,0
262,2016,0.87,0.84,0.51,0.86,0.9,0.24,0.39,0.9,0.2,0.9,0.89,0.38,0.75,0
263,2016,0.8,0.87,0.6,0.75,0.9,0.24,0.39,0.9,0.16,0.9,0.88,0.43,0.72,0
264,2016,0.71,0.87,0.72,0.63,0.89,0.21,0.35,0.9,0.13,0.9,0.83,0.51,0.69,0
265,2016,0.52,0.85,0.77,0.57,0.87,0.18,0.28,0.9,0.14,0.9,0.77,0.63,0.68,0
266,2016,0.35,0.85,0.78,0.57,0.85,0.14,0.3,0.89,0.14,0.9,0.72,0.75,0.71,0
267,2016,0.25,0.81,0.73,0.58,0.85,0.11,0.41,0.87,0.14,0.89,0.68,0.76,0.75,0
268,2016,0.18,0.72,0.65,0.65,0.87,0.1,0.49,0.87,0.14,0.88,0.6,0.68,0.77,0
269,2016,0.13,0.62,0.55,0.71,0.89,0.11,0.51,0.89,0.13,0.89,0.49,0.56,0.78,0
270,2016,0.09,0.53,0.48,0.75,0.9,0.11,0.49,0.9,0.17,0.89,0.41,0.45,0.78,0
271,2016,0.07,0.46,0.47,0.79,0.9,0.09,0.39,0.9,0.22,0.89,0.32,0.36,0.77,0
272,2016,0.07,0.38,0.46,0.79,0.9,0.05,0.34,0.9,0.23,0.88,0.27,0.26,0.71,0
273,2016,0.1,0.26,0.37,0.75,0.89,0.03,0.35,0.9,0.18,0.86,0.2,0.13,0.7,0
274,2016,0.18,0.26,0.42,0.84,0.89,0.03,0.29,0.9,0.08,0.75,0.2,0.08,0.71,0
275,2016,0.24,0.29,0.48,0.89,0.88,0.04,0.22,0.9,0.05,0.7,0.23,0.1,0.69,0
276,2016,0.21,0.25,0.45,0.9,0.89,0.04,0.15,0.9,0.05,0.69,0.29,0.13,0.67,0
277,2016,0.19,0.18,0.4,0.9,0.89,0.05,0.11,0.9,0.07,0.7,0.33,0.11,0.64,0
278,2016,0.21,0.09,0.35,0.89,0.89,0.07,0.15,0.9,0.09,0.72,0.36,0.1,0.63,0
279,2016,0.16,0.08,0.31,0.89,0.88,0.1,0.3,0.9,0.13,0.77,0.35,0.11,0.64,0
280,2016,0.12,0.09,0.28,0.88,0.87,0.13,0.51,0.9,0.15,0.83,0.27,0.12,0.58,0
281,2016,0.09,0.1,0.28,0.76,0.88,0.14,0.7,0.9,0.19,0.88,0.25,0.13,0.55,0
282,2016,0.09,0.13,0.33,0.68,0.89,0.16,0.82,0.9,0.27,0.89,0.26,0.18,0.58,0
283,2016,0.1,0.15,0.34,0.62,0.88,0.18,0.85,0.9,0.29,0.9,0.24,0.24,0.62,0
284,2016,0.1,0.21,0.37,0.57,0.83,0.21,0.84,0.9,0.28,0.9,0.2,0.3,0.63,0
285,2016,0.09,0.25,0.45,0.49,0.76,0.26,0.78,0.9,0.25,0.9,0.11,0.33,0.6,0
286,2016,0.07,0.29,0.5,0.34,0.69,0.34,0.66,0.9,0.24,0.9,0.05,0.36,0.58,0
287,2016,0.05,0.33,0.55,0.2,0.63,0.42,0.5,0.9,0.24,0.9,0.02,0.39,0.58,0
288,2016,0.05,0.36,0.6,0.09,0.59,0.48,0.39,0.9,0.27,0.89,0.02,0.41,0.56,0
289,2016,0.05,0.32,0.63,0.02,0.53,0.54,0.36,0.9,0.31,0.89,0.01,0.46,0.53,0
290,2016,0.05,0.29,0.61,0,0.52,0.63,0.39,0.9,0.33,0.89,0.01,0.5,0.49,0
291,2016,0.05,0.27,0.56,0,0.49,0.7,0.41,0.9,0.37,0.89,0.02,0.51,0.47,0
292,2016,0.03,0.25,0.5,0,0.41,0.75,0.43,0.9,0.41,0.89,0.03,0.45,0.47,0
293,2016,0.03,0.23,0.44,0.01,0.34,0.78,0.4,0.9,0.43,0.89,0.04,0.35,0.48,0
294,2016,0.05,0.22,0.42,0.01,0.31,0.8,0.33,0.9,0.45,0.89,0.02,0.29,0.48,0
295,2016,0.08,0.21,0.41,0,0.29,0.8,0.25,0.9,0.46,0.89,0.02,0.26,0.49,0
296,2016,0.08,0.21,0.38,0,0.29,0.78,0.21,0.9,0.44,0.89,0.01,0.29,0.47,0
297,2016,0.04,0.15,0.28,0,0.3,0.71,0.17,0.9,0.35,0.89,0,0.26,0.43,0
298,2016,0.01,0.11,0.25,0,0.27,0.74,0.12,0.9,0.23,0.89,0,0.31,0.47,0
299,2016,0,0.1,0.3,0,0.24,0.77,0.08,0.9,0.14,0.88,0,0.52,0.5,0
300,2016,0,0.08,0.28,0,0.2,0.79,0.05,0.9,0.08,0.88,0,0.56,0.51,0
301,2016,0,0.07,0.25,0,0.12,0.8,0.03,0.9,0.04,0.88,0,0.48,0.52,0
302,2016,0,0.04,0.24,0.01,0.05,0.81,0.01,0.9,0.05,0.87,0.01,0.38,0.5,0
303,2016,0,0.02,0.22,0.02,0.01,0.82,0.01,0.9,0.09,0.87,0.04,0.3,0.47,0
304,2016,0,0.01,0.18,0.03,0,0.81,0.02,0.9,0.15,0.86,0.06,0.21,0.41,0
305,2016,0,0.01,0.12,0.06,0,0.77,0.03,0.9,0.22,0.86,0.09,0.14,0.44,0
306,2016,0.01,0.01,0.1,0.1,0.02,0.75,0.05,0.9,0.29,0.86,0.1,0.14,0.52,0
307,2016,0.04,0.03,0.1,0.15,0.1,0.72,0.07,0.9,0.29,0.84,0.11,0.15,0.59,0
308,2016,0.04,0.06,0.14,0.16,0.18,0.66,0.08,0.9,0.25,0.81,0.12,0.15,0.64,0
309,2016,0.02,0.1,0.23,0.13,0.25,0.61,0.07,0.9,0.22,0.75,0.13,0.15,0.66,0
310,2016,0.01,0.15,0.32,0.09,0.3,0.58,0.06,0.9,0.2,0.68,0.13,0.2,0.67,0
311,2016,0.01,0.2,0.39,0.05,0.31,0.58,0.06,0.9,0.2,0.62,0.12,0.29,0.69,0
312,2016,0.02,0.24,0.45,0.03,0.31,0.59,0.08,0.9,0.21,0.56,0.11,0.35,0.71,0
313,2016,0.03,0.28,0.49,0.01,0.29,0.62,0.1,0.9,0.22,0.5,0.11,0.36,0.72,0
314,2016,0.03,0.33,0.58,0,0.23,0.7,0.12,0.85,0.24,0.42,0.14,0.35,0.72,0
315,2016,0.03,0.37,0.65,0,0.16,0.76,0.13,0.68,0.26,0.33,0.16,0.36,0.72,0
316,2016,0.04,0.39,0.69,0,0.1,0.78,0.13,0.52,0.26,0.27,0.18,0.39,0.72,0
317,2016,0.05,0.39,0.69,0,0.06,0.78,0.13,0.42,0.26,0.22,0.21,0.44,0.71,0
318,2016,0.06,0.38,0.7,0,0.04,0.78,0.13,0.39,0.25,0.19,0.24,0.5,0.7,0
319,2016,0.06,0.36,0.7,0,0.03,0.76,0.13,0.43,0.24,0.17,0.27,0.56,0.68,0
320,2016,0.06,0.34,0.66,0,0.02,0.74,0.12,0.47,0.24,0.16,0.26,0.6,0.64,0
321,2016,0.05,0.28,0.54,0,0.01,0.68,0.1,0.53,0.22,0.13,0.24,0.52,0.55,0
322,2016,0.03,0.21,0.46,0,0,0.76,0.06,0.59,0.15,0.1,0.15,0.52,0.58,0
323,2016,0.04,0.21,0.52,0,0,0.8,0.03,0.62,0.09,0.08,0.09,0.73,0.6,0
324,2016,0.06,0.22,0.62,0,0,0.8,0.01,0.6,0.04,0.08,0.06,0.83,0.58,0
325,2016,0.07,0.23,0.7,0,0,0.78,0,0.52,0.04,0.06,0.05,0.85,0.54,0
326,2016,0.08,0.23,0.69,0,0,0.78,0,0.41,0.04,0.06,0.04,0.83,0.52,0
327,2016,0.08,0.24,0.67,0,0,0.79,0,0.43,0.07,0.06,0.03,0.76,0.49,0
328,2016,0.07,0.21,0.56,0.02,0.01,0.77,0,0.55,0.1,0.07,0.03,0.59,0.41,0
329,2016,0.08,0.17,0.48,0.08,0.05,0.73,0,0.64,0.18,0.1,0.02,0.45,0.41,0
330,2016,0.09,0.18,0.48,0.14,0.12,0.76,0.01,0.72,0.3,0.14,0.01,0.52,0.42,0
331,2016,0.1,0.2,0.48,0.16,0.17,0.8,0.01,0.75,0.35,0.18,0,0.58,0.41,0
332,2016,0.09,0.24,0.5,0.16,0.18,0.79,0.02,0.76,0.32,0.22,0,0.58,0.42,0
333,2016,0.08,0.28,0.5,0.12,0.19,0.78,0.03,0.79,0.3,0.24,0,0.55,0.43,0
334,2016,0.07,0.3,0.48,0.07,0.21,0.76,0.03,0.82,0.28,0.25,0,0.52,0.45,0
335,2016,0.07,0.3,0.47,0.02,0.25,0.76,0.04,0.86,0.26,0.26,0.01,0.49,0.46,0
336,2016,0.06,0.29,0.47,0,0.3,0.77,0.05,0.88,0.25,0.26,0.02,0.46,0.47,0
337,2016,0.05,0.27,0.49,0,0.38,0.77,0.07,0.89,0.24,0.27,0.03,0.47,0.46,0
338,2016,0.05,0.25,0.52,0.01,0.35,0.78,0.12,0.89,0.24,0.3,0.07,0.52,0.41,0
339,2016,0.05,0.24,0.55,0.02,0.27,0.8,0.17,0.89,0.24,0.33,0.13,0.57,0.36,0
340,2016,0.05,0.25,0.56,0.03,0.19,0.82,0.2,0.89,0.24,0.35,0.19,0.57,0.34,0
341,2016,0.06,0.26,0.57,0.03,0.12,0.84,0.21,0.89,0.25,0.33,0.23,0.52,0.34,0
342,2016,0.07,0.26,0.56,0.02,0.08,0.85,0.21,0.89,0.27,0.29,0.26,0.45,0.35,0
343,2016,0.07,0.25,0.53,0.02,0.07,0.84,0.21,0.9,0.29,0.26,0.3,0.35,0.38,0
344,2016,0.07,0.21,0.45,0.02,0.07,0.78,0.22,0.89,0.3,0.2,0.3,0.28,0.39,0
345,2016,0.06,0.16,0.31,0.02,0.1,0.67,0.24,0.89,0.27,0.14,0.27,0.17,0.32,0
346,2016,0.04,0.1,0.22,0,0.08,0.59,0.24,0.89,0.18,0.08,0.18,0.12,0.31,0
347,2016,0.04,0.08,0.24,0,0.05,0.55,0.24,0.89,0.11,0.05,0.08,0.16,0.35,0
348,2016,0.04,0.05,0.25,0,0.02,0.48,0.23,0.89,0.06,0.04,0.04,0.2,0.39,0
349,2016,0.05,0.03,0.22,0,0.01,0.44,0.22,0.89,0.04,0.03,0.02,0.2,0.41,0
350,2016,0.05,0.04,0.23,0,0.01,0.47,0.15,0.88,0.04,0.03,0.01,0.21,0.43,0
351,2016,0.05,0.05,0.24,0,0.02,0.53,0.09,0.89,0.04,0.02,0.02,0.22,0.42,0
352,2016,0.04,0.05,0.19,0,0.05,0.56,0.05,0.89,0.07,0.02,0.04,0.18,0.42,0
353,2016,0.05,0.04,0.15,0.04,0.11,0.52,0.04,0.9,0.15,0.02,0.07,0.14,0.5,0
354,2016,0.06,0.05,0.15,0.1,0.13,0.57,0.04,0.89,0.27,0.02,0.1,0.16,0.59,0
355,2016,0.07,0.08,0.15,0.13,0.12,0.61,0.04,0.88,0.34,0.02,0.11,0.18,0.64,0
356,2016,0.08,0.14,0.17,0.14,0.1,0.56,0.06,0.85,0.36,0.03,0.1,0.16,0.66,0
357,2016,0.07,0.22,0.23,0.12,0.09,0.48,0.1,0.83,0.33,0.03,0.09,0.14,0.65,0
358,2016,0.06,0.28,0.34,0.07,0.08,0.42,0.14,0.83,0.31,0.04,0.1,0.14,0.64,0
359,2016,0.06,0.31,0.45,0.03,0.07,0.37,0.17,0.81,0.3,0.05,0.11,0.15,0.62,0
360,2016,0.06,0.32,0.55,0,0.06,0.33,0.19,0.78,0.29,0.07,0.12,0.16,0.6,0
361,2016,0.07,0.32,0.61,0,0.05,0.29,0.22,0.75,0.3,0.09,0.14,0.17,0.57,0
362,2016,0.08,0.32,0.63,0,0.03,0.32,0.25,0.73,0.31,0.11,0.2,0.2,0.52,0
363,2016,0.08,0.31,0.62,0,0.02,0.35,0.27,0.71,0.31,0.12,0.26,0.22,0.48,0
364,2016,0.08,0.3,0.58,0,0.01,0.38,0.3,0.69,0.31,0.12,0.27,0.26,0.47,0
365,2016,0.08,0.29,0.55,0,0.01,0.4,0.33,0.66,0.31,0.11,0.25,0.3,0.49,0
366,2016,0.08,0.29,0.53,0,0.02,0.4,0.36,0.62,0.31,0.1,0.25,0.33,0.49,0
367,2016,0.09,0.29,0.52,0,0.03,0.4,0.36,0.56,0.31,0.09,0.26,0.34,0.47,0
368,2016,0.09,0.29,0.49,0.01,0.05,0.36,0.38,0.46,0.31,0.08,0.27,0.32,0.45,0
369,2016,0.08,0.24,0.39,0.01,0.08,0.26,0.38,0.34,0.27,0.06,0.26,0.23,0.34,0
370,2016,0.06,0.18,0.31,0,0.08,0.23,0.34,0.43,0.19,0.04,0.2,0.15,0.31,0
371,2016,0.07,0.24,0.36,0,0.07,0.32,0.27,0.5,0.11,0.02,0.1,0.24,0.34,0
372,2016,0.1,0.31,0.47,0,0.07,0.33,0.2,0.55,0.07,0.02,0.06,0.37,0.32,0
373,2016,0.1,0.31,0.55,0,0.08,0.3,0.14,0.51,0.05,0.01,0.04,0.38,0.29,0
374,2016,0.1,0.3,0.54,0,0.06,0.31,0.09,0.44,0.04,0.01,0.04,0.37,0.27,0
375,2016,0.1,0.27,0.5,0,0.03,0.32,0.05,0.37,0.03,0.01,0.05,0.33,0.25,0
376,2016,0.09,0.19,0.39,0,0.02,0.31,0.03,0.32,0.02,0.02,0.08,0.25,0.24,0
377,2016,0.12,0.14,0.3,0.05,0.03,0.26,0.02,0.31,0.03,0.02,0.15,0.18,0.3,0
378,2016,0.17,0.17,0.31,0.11,0.03,0.27,0.01,0.31,0.06,0.02,0.23,0.18,0.33,0
379,2016,0.19,0.2,0.32,0.13,0.03,0.27,0.01,0.36,0.09,0.02,0.29,0.19,0.33,0
380,2016,0.19,0.25,0.37,0.08,0.03,0.24,0.01,0.43,0.15,0.02,0.3,0.2,0.32,0
381,2016,0.17,0.29,0.42,0.03,0.03,0.2,0.02,0.5,0.23,0.03,0.3,0.24,0.3,0
382,2016,0.15,0.3,0.43,0.01,0.03,0.17,0.06,0.55,0.3,0.04,0.31,0.28,0.28,0
383,2016,0.14,0.28,0.43,0,0.04,0.16,0.13,0.57,0.29,0.05,0.33,0.3,0.27,0
384,2016,0.13,0.28,0.45,0,0.05,0.15,0.21,0.6,0.27,0.06,0.34,0.3,0.26,0
385,2016,0.13,0.29,0.49,0.01,0.06,0.16,0.26,0.63,0.26,0.06,0.37,0.29,0.24,0
386,2016,0.14,0.31,0.53,0.03,0.05,0.18,0.27,0.68,0.25,0.06,0.44,0.3,0.23,0
387,2016,0.16,0.32,0.54,0.04,0.04,0.2,0.24,0.71,0.24,0.06,0.48,0.3,0.22,0
388,2016,0.17,0.31,0.51,0.05,0.02,0.21,0.21,0.72,0.23,0.06,0.49,0.28,0.2,0
389,2016,0.17,0.27,0.44,0.05,0.01,0.23,0.21,0.73,0.23,0.05,0.48,0.24,0.2,0
390,2016,0.16,0.23,0.35,0.06,0,0.25,0.25,0.75,0.23,0.05,0.46,0.19,0.19,0
391,2016,0.16,0.18,0.27,0.06,0,0.25,0.3,0.75,0.22,0.04,0.43,0.13,0.18,0
392,2016,0.15,0.14,0.21,0.07,0,0.23,0.32,0.66,0.22,0.04,0.34,0.1,0.17,0
393,2016,0.13,0.1,0.15,0.07,0,0.17,0.32,0.6,0.19,0.03,0.24,0.06,0.12,0
394,2016,0.06,0.06,0.09,0.03,0,0.15,0.29,0.62,0.12,0.02,0.13,0.03,0.09,0
395,2016,0.03,0.04,0.09,0.01,0,0.18,0.25,0.68,0.06,0.02,0.06,0.02,0.11,0
396,2016,0.01,0.03,0.09,0,0,0.18,0.17,0.72,0.02,0.03,0.05,0.03,0.13,0
397,2016,0.01,0.01,0.08,0,0,0.17,0.09,0.69,0.01,0.03,0.03,0.04,0.15,0
398,2016,0,0,0.08,0,0,0.17,0.04,0.67,0.01,0.03,0.03,0.06,0.16,0
399,2016,0,0,0.07,0,0.03,0.17,0,0.67,0.01,0.02,0.04,0.06,0.14,0
400,2016,0.01,0,0.04,0.02,0.13,0.17,0,0.66,0,0.02,0.06,0.04,0.12,0
401,2016,0.01,0,0.03,0.08,0.32,0.13,0,0.61,0,0.02,0.1,0.02,0.15,0
402,2016,0.01,0,0.02,0.12,0.46,0.13,0,0.54,0,0.03,0.14,0,0.18,0
403,2016,0,0,0.03,0.13,0.48,0.15,0,0.52,0,0.03,0.15,0,0.2,0
404,2016,0,0,0.04,0.11,0.39,0.19,0,0.5,0.01,0.04,0.14,0,0.2,0
405,2016,0,0,0.06,0.08,0.31,0.22,0,0.47,0.07,0.05,0.13,0.02,0.21,0
406,2016,0.01,0,0.08,0.05,0.25,0.22,0,0.45,0.12,0.06,0.14,0.04,0.21,0
407,2016,0.02,0,0.11,0.02,0.19,0.21,0,0.46,0.15,0.08,0.15,0.07,0.21,0
408,2016,0.03,0.01,0.14,0.01,0.14,0.18,0,0.48,0.17,0.08,0.15,0.11,0.21,0
409,2016,0.03,0.03,0.17,0,0.1,0.15,0,0.52,0.19,0.07,0.14,0.13,0.21,0
410,2016,0.03,0.05,0.18,0,0.07,0.13,0,0.55,0.18,0.07,0.16,0.12,0.22,0
411,2016,0.02,0.08,0.19,0,0.04,0.12,0,0.55,0.17,0.07,0.19,0.09,0.23,0
412,2016,0.02,0.09,0.19,0,0.03,0.11,0,0.53,0.18,0.07,0.22,0.07,0.24,0
413,2016,0.02,0.09,0.19,0.01,0.02,0.1,0,0.49,0.2,0.06,0.23,0.06,0.24,0
414,2016,0.03,0.09,0.18,0.01,0.02,0.08,0,0.44,0.21,0.05,0.24,0.06,0.23,0
415,2016,0.04,0.08,0.19,0.01,0.02,0.07,0.01,0.42,0.19,0.04,0.24,0.07,0.2,0
416,2016,0.05,0.08,0.2,0,0.02,0.04,0.02,0.37,0.18,0.03,0.24,0.08,0.18,0
417,2016,0.06,0.06,0.17,0,0.02,0.02,0.02,0.3,0.13,0.03,0.21,0.07,0.1,0
418,2016,0.03,0.02,0.1,0,0.01,0.01,0.02,0.28,0.06,0.02,0.13,0.04,0.07,0
419,2016,0.03,0.01,0.1,0,0,0.01,0,0.3,0.02,0.01,0.09,0.05,0.04,0
420,2016,0.02,0,0.11,0,0,0.03,0,0.37,0.01,0.01,0.08,0.05,0.03,0
421,2016,0,0,0.11,0,0,0.05,0,0.44,0,0.01,0.06,0.05,0.02,0
422,2016,0,0,0.1,0.01,0,0.09,0,0.58,0,0.01,0.07,0.06,0.03,0
423,2016,0,0,0.09,0.01,0,0.12,0,0.74,0,0,0.1,0.05,0.04,0
424,2016,0,0.01,0.07,0.03,0.02,0.1,0,0.82,0,0.01,0.15,0.04,0.05,0
425,2016,0,0.01,0.06,0.08,0.07,0.06,0,0.86,0.01,0.01,0.29,0.03,0.07,0
426,2016,0,0,0.06,0.12,0.12,0.04,0,0.87,0.03,0.02,0.42,0.01,0.08,0
427,2016,0.02,0,0.07,0.13,0.14,0.04,0,0.88,0.04,0.02,0.45,0,0.08,0
428,2016,0.06,0,0.09,0.09,0.12,0.03,0,0.89,0.04,0.03,0.41,0,0.06,0
429,2016,0.09,0.01,0.11,0.04,0.08,0.03,0,0.89,0.03,0.03,0.36,0,0.05,0
430,2016,0.12,0.01,0.12,0,0.05,0.04,0,0.9,0.02,0.03,0.32,0,0.04,0
431,2016,0.15,0.01,0.13,0,0.03,0.04,0,0.9,0.01,0.03,0.28,0,0.04,0
432,2016,0.18,0.02,0.13,0,0.01,0.03,0.01,0.89,0.02,0.03,0.24,0,0.04,0
433,2016,0.2,0.02,0.14,0,0,0.04,0.01,0.9,0.05,0.03,0.21,0,0.04,0
434,2016,0.21,0.03,0.14,0,0,0.04,0.02,0.9,0.08,0.03,0.18,0.01,0.04,0
435,2016,0.2,0.03,0.14,0,0,0.04,0.03,0.9,0.1,0.03,0.16,0.01,0.04,0
436,2016,0.19,0.04,0.14,0,0,0.03,0.05,0.9,0.13,0.03,0.15,0.01,0.05,0
437,2016,0.2,0.04,0.14,0,0,0.03,0.06,0.9,0.14,0.03,0.13,0.01,0.05,0
438,2016,0.22,0.03,0.14,0,0,0.02,0.08,0.9,0.14,0.03,0.13,0.01,0.05,0
439,2016,0.24,0.03,0.12,0,0,0.01,0.08,0.89,0.14,0.03,0.13,0,0.05,0
440,2016,0.24,0.03,0.12,0,0,0.01,0.1,0.88,0.15,0.03,0.13,0.01,0.05,0
441,2016,0.19,0.03,0.09,0.01,0,0.01,0.11,0.85,0.13,0.03,0.13,0.01,0.04,0
442,2016,0.11,0.02,0.04,0,0,0.01,0.09,0.83,0.06,0.02,0.08,0,0.02,0
443,2016,0.12,0.01,0.02,0,0,0,0.07,0.83,0.01,0.02,0.05,0,0.03,0
444,2016,0.12,0,0.02,0.01,0,0,0.05,0.83,0,0.02,0.08,0,0.06,0
445,2016,0.1,0,0.01,0.01,0,0.01,0.02,0.84,0.01,0.02,0.11,0,0.07,0
446,2016,0.08,0,0,0.01,0,0.01,0.01,0.86,0.01,0.02,0.1,0,0.07,0
447,2016,0.07,0,0,0,0,0.01,0,0.88,0.01,0.01,0.07,0,0.04,0
448,2016,0.04,0,0,0,0.01,0.01,0,0.9,0,0.01,0.05,0,0.03,0
449,2016,0.03,0,0,0.04,0.01,0.02,0,0.9,0,0.02,0.04,0.01,0.05,0
450,2016,0.02,0.01,0,0.09,0.02,0.02,0,0.9,0,0.04,0.04,0.01,0.07,0
451,2016,0.01,0.02,0,0.12,0.01,0.02,0,0.9,0,0.04,0.03,0,0.1,0
452,2016,0,0.02,0,0.09,0.01,0.01,0,0.9,0.03,0.04,0.01,0,0.13,0
453,2016,0,0.03,0,0.05,0.01,0.01,0,0.9,0.09,0.04,0,0,0.15,0
454,2016,0,0.03,0,0.02,0.01,0.01,0,0.89,0.17,0.04,0,0,0.17,0
455,2016,0.02,0.03,0,0,0.01,0.01,0,0.88,0.25,0.05,0,0,0.2,0
456,2016,0.03,0.03,0,0,0,0,0,0.81,0.3,0.06,0,0,0.22,0
457,2016,0.02,0.03,0,0,0,0,0,0.59,0.31,0.09,0,0,0.24,0
458,2016,0.01,0.04,0.01,0,0,0,0,0.37,0.27,0.11,0.04,0,0.25,0
459,2016,0,0.06,0.01,0,0,0,0,0.24,0.23,0.12,0.1,0,0.26,0
460,2016,0,0.07,0.03,0,0,0,0.01,0.17,0.19,0.12,0.14,0,0.25,0
461,2016,0,0.07,0.06,0,0,0.01,0.01,0.13,0.18,0.11,0.16,0,0.24,0
462,2016,0,0.07,0.09,0,0,0.01,0.02,0.07,0.17,0.11,0.18,0.01,0.22,0
463,2016,0.01,0.06,0.11,0,0,0.01,0.03,0.07,0.17,0.13,0.21,0.01,0.2,0
464,2016,0.04,0.07,0.12,0,0,0.02,0.04,0.1,0.18,0.13,0.24,0.03,0.17,0
465,2016,0.06,0.06,0.1,0,0,0.03,0.06,0.13,0.16,0.11,0.24,0.03,0.11,0
466,2016,0.04,0.04,0.06,0,0,0.04,0.06,0.24,0.1,0.08,0.16,0.02,0.08,0
467,2016,0.05,0.03,0.06,0,0,0.05,0.05,0.33,0.04,0.06,0.12,0.03,0.09,0
468,2016,0.04,0.02,0.06,0,0,0.04,0.04,0.31,0.02,0.04,0.15,0.03,0.08,0
469,2016,0.02,0.02,0.06,0,0,0.04,0.02,0.22,0.01,0.03,0.16,0.03,0.08,0
470,2016,0.01,0.03,0.07,0,0.01,0.03,0.01,0.15,0.01,0.02,0.18,0.02,0.09,0
471,2016,0.01,0.03,0.06,0,0.04,0.03,0,0.17,0.01,0.02,0.19,0.01,0.1,0
472,2016,0.01,0.02,0.04,0,0.07,0.04,0,0.3,0.01,0.03,0.2,0.01,0.11,0
473,2016,0.01,0,0.02,0.07,0.11,0.04,0,0.45,0.01,0.06,0.29,0.01,0.15,0
474,2016,0.03,0,0.02,0.17,0.15,0.06,0,0.6,0,0.09,0.38,0.01,0.18,0
475,2016,0.06,0,0.03,0.25,0.21,0.1,0,0.72,0,0.1,0.42,0.01,0.18,0
476,2016,0.09,0.01,0.06,0.25,0.24,0.12,0,0.81,0,0.1,0.42,0.02,0.17,0
477,2016,0.1,0.02,0.09,0.2,0.26,0.13,0,0.85,0,0.1,0.42,0.04,0.16,0
478,2016,0.11,0.04,0.14,0.13,0.25,0.15,0,0.88,0.04,0.09,0.42,0.06,0.15,0
479,2016,0.11,0.08,0.2,0.08,0.2,0.15,0,0.9,0.08,0.09,0.43,0.07,0.14,0
480,2016,0.11,0.11,0.24,0.06,0.17,0.13,0,0.9,0.11,0.09,0.41,0.08,0.14,0
481,2016,0.11,0.12,0.25,0.04,0.13,0.12,0,0.9,0.13,0.09,0.38,0.11,0.14,0
482,2016,0.12,0.13,0.27,0.02,0.11,0.14,0,0.9,0.12,0.08,0.35,0.11,0.15,0
483,2016,0.14,0.14,0.3,0.01,0.1,0.17,0,0.9,0.1,0.07,0.34,0.09,0.15,0
484,2016,0.16,0.15,0.31,0,0.1,0.2,0,0.9,0.08,0.06,0.31,0.07,0.15,0
485,2016,0.16,0.15,0.31,0,0.09,0.22,0,0.9,0.08,0.06,0.27,0.06,0.14,0
486,2016,0.17,0.16,0.3,0,0.08,0.23,0,0.9,0.09,0.06,0.23,0.05,0.12,0
487,2016,0.18,0.17,0.28,0,0.05,0.24,0,0.9,0.1,0.06,0.18,0.05,0.11,0
488,2016,0.17,0.16,0.26,0,0.04,0.21,0.01,0.9,0.11,0.06,0.13,0.06,0.1,0
489,2016,0.13,0.13,0.2,0,0.03,0.14,0.02,0.88,0.1,0.06,0.09,0.07,0.07,0
490,2016,0.06,0.09,0.12,0,0.03,0.12,0.02,0.87,0.04,0.05,0.03,0.05,0.05,0
491,2016,0.04,0.06,0.09,0,0.02,0.12,0.01,0.86,0,0.04,0.01,0.04,0.04,0
492,2016,0.02,0.03,0.09,0,0.01,0.12,0.01,0.85,0.01,0.03,0.02,0.04,0.04,0
493,2016,0.02,0.02,0.09,0,0.01,0.13,0.01,0.78,0.03,0.03,0.02,0.05,0.04,0
