Timestamp,year,CCT,CVA,ECA,ELU,FRE,LAX,MX,NCT,NE,NVA,NW,PAC,SDG,SW
920,2016,0.9,0.59,0.21,0.07,0.01,0.13,0.9,0.9,0.9,0.19,0.58,0.25,0.6,0
921,2016,0.89,0.5,0.13,0.07,0.02,0.1,0.9,0.9,0.9,0.17,0.51,0.15,0.52,0
922,2016,0.9,0.61,0.1,0.08,0.03,0.09,0.9,0.9,0.9,0.16,0.57,0.05,0.5,0
923,2016,0.9,0.73,0.09,0.11,0.03,0.08,0.9,0.9,0.9,0.15,0.75,0.01,0.48,0
924,2016,0.9,0.81,0.13,0.14,0.03,0.06,0.9,0.9,0.87,0.15,0.88,0,0.47,0
925,2016,0.9,0.85,0.2,0.17,0.04,0.05,0.9,0.9,0.73,0.16,0.9,0,0.49,0
926,2016,0.9,0.86,0.29,0.19,0.04,0.04,0.9,0.89,0.64,0.19,0.9,0.01,0.48,0
927,2016,0.9,0.87,0.4,0.23,0.04,0.06,0.9,0.88,0.56,0.25,0.9,0.04,0.45,0
928,2016,0.9,0.86,0.49,0.27,0.05,0.07,0.88,0.86,0.54,0.29,0.9,0.09,0.41,0
929,2016,0.9,0.82,0.46,0.19,0.05,0.1,0.82,0.85,0.51,0.33,0.9,0.13,0.45,0
930,2016,0.9,0.78,0.43,0.12,0.03,0.12,0.76,0.82,0.48,0.43,0.9,0.22,0.55,0
931,2016,0.9,0.78,0.41,0.09,0.02,0.13,0.72,0.79,0.49,0.53,0.9,0.34,0.63,0
932,2016,0.9,0.77,0.39,0.09,0.02,0.12,0.65,0.74,0.44,0.57,0.9,0.4,0.67,0
933,2016,0.9,0.78,0.36,0.12,0.03,0.12,0.5,0.67,0.27,0.58,0.9,0.4,0.7,0
934,2016,0.9,0.79,0.35,0.11,0.04,0.12,0.45,0.58,0.16,0.56,0.9,0.39,0.7,0
935,2016,0.9,0.79,0.36,0.1,0.05,0.13,0.51,0.56,0.08,0.51,0.9,0.4,0.69,0
936,2016,0.9,0.77,0.34,0.09,0.06,0.14,0.59,0.68,0.04,0.43,0.9,0.43,0.68,0
937,2016,0.9,0.75,0.3,0.08,0.07,0.16,0.62,0.81,0.02,0.36,0.88,0.4,0.66,0
938,2016,0.9,0.74,0.26,0.08,0.07,0.18,0.63,0.85,0.02,0.29,0.78,0.35,0.66,0
939,2016,0.9,0.75,0.22,0.08,0.06,0.18,0.69,0.85,0.04,0.22,0.65,0.31,0.65,0
940,2016,0.9,0.77,0.19,0.08,0.05,0.17,0.72,0.85,0.07,0.19,0.5,0.29,0.62,0
941,2016,0.9,0.77,0.18,0.1,0.04,0.15,0.69,0.85,0.11,0.17,0.37,0.26,0.57,0
942,2016,0.9,0.76,0.17,0.11,0.03,0.13,0.67,0.86,0.15,0.15,0.25,0.23,0.53,0
943,2016,0.9,0.75,0.16,0.12,0.03,0.11,0.7,0.86,0.17,0.12,0.14,0.23,0.49,0
944,2016,0.9,0.68,0.16,0.1,0.02,0.08,0.75,0.86,0.16,0.1,0.09,0.2,0.43,0
945,2016,0.89,0.64,0.15,0.08,0.03,0.06,0.78,0.85,0.15,0.06,0.07,0.19,0.42,0
946,2016,0.89,0.73,0.18,0.08,0.06,0.06,0.81,0.84,0.14,0.04,0.11,0.22,0.49,0
947,2016,0.89,0.75,0.21,0.08,0.1,0.05,0.8,0.81,0.14,0.02,0.23,0.26,0.53,0
948,2016,0.88,0.75,0.24,0.08,0.16,0.05,0.78,0.79,0.16,0.01,0.32,0.32,0.53,0
949,2016,0.87,0.75,0.27,0.09,0.24,0.05,0.76,0.81,0.17,0.01,0.39,0.4,0.5,0
950,2016,0.87,0.77,0.29,0.1,0.29,0.07,0.72,0.82,0.2,0.01,0.36,0.44,0.43,0
951,2016,0.87,0.78,0.32,0.1,0.31,0.1,0.78,0.83,0.21,0.01,0.28,0.48,0.34,0
952,2016,0.84,0.76,0.35,0.07,0.3,0.13,0.88,0.8,0.21,0.01,0.17,0.5,0.23,0
953,2016,0.79,0.62,0.33,0.04,0.27,0.15,0.89,0.74,0.21,0.03,0.09,0.44,0.17,0
954,2016,0.79,0.55,0.4,0.03,0.27,0.18,0.89,0.68,0.2,0.04,0.05,0.55,0.15,0
955,2016,0.76,0.6,0.47,0.03,0.29,0.2,0.87,0.6,0.16,0.04,0.06,0.63,0.12,0
956,2016,0.7,0.64,0.49,0.06,0.3,0.21,0.78,0.56,0.1,0.03,0.06,0.67,0.1,0
957,2016,0.68,0.65,0.49,0.12,0.32,0.23,0.64,0.57,0.04,0.03,0.07,0.7,0.09,0
958,2016,0.71,0.67,0.5,0.22,0.35,0.27,0.58,0.55,0.01,0.03,0.07,0.74,0.11,0
959,2016,0.76,0.68,0.54,0.3,0.4,0.33,0.61,0.52,0.03,0.04,0.07,0.78,0.14,0
960,2016,0.81,0.68,0.59,0.29,0.44,0.4,0.65,0.48,0.1,0.06,0.06,0.83,0.17,0
961,2016,0.82,0.71,0.64,0.23,0.43,0.47,0.66,0.46,0.16,0.08,0.04,0.87,0.2,0
962,2016,0.8,0.74,0.69,0.21,0.44,0.5,0.64,0.5,0.16,0.08,0.02,0.89,0.22,0
963,2016,0.73,0.77,0.72,0.19,0.48,0.51,0.61,0.46,0.1,0.08,0.01,0.9,0.23,0
964,2016,0.57,0.78,0.75,0.15,0.53,0.52,0.61,0.4,0.06,0.08,0,0.9,0.23,0
965,2016,0.39,0.75,0.76,0.1,0.49,0.52,0.61,0.37,0.03,0.07,0,0.9,0.25,0
966,2016,0.25,0.7,0.73,0.06,0.37,0.52,0.58,0.35,0.01,0.07,0,0.9,0.26,0
967,2016,0.16,0.62,0.67,0.05,0.34,0.5,0.5,0.31,0,0.08,0.01,0.89,0.27,0
968,2016,0.11,0.54,0.54,0.08,0.4,0.44,0.38,0.27,0,0.08,0.02,0.86,0.22,0
969,2016,0.09,0.53,0.48,0.11,0.49,0.38,0.26,0.29,0,0.08,0.01,0.8,0.25,0
970,2016,0.08,0.54,0.5,0.18,0.6,0.42,0.17,0.35,0,0.08,0.01,0.75,0.32,0
971,2016,0.07,0.45,0.49,0.23,0.66,0.46,0.09,0.36,0,0.12,0.01,0.72,0.35,0
972,2016,0.07,0.33,0.44,0.29,0.71,0.45,0.06,0.35,0,0.2,0.02,0.67,0.39,0
973,2016,0.07,0.25,0.38,0.35,0.75,0.4,0.08,0.32,0,0.3,0.03,0.62,0.43,0
974,2016,0.06,0.2,0.33,0.39,0.84,0.34,0.12,0.26,0.01,0.36,0.05,0.58,0.44,0
975,2016,0.05,0.17,0.28,0.44,0.89,0.3,0.17,0.18,0.01,0.41,0.09,0.51,0.44,0
976,2016,0.04,0.15,0.22,0.53,0.9,0.3,0.19,0.17,0,0.43,0.13,0.42,0.4,0
977,2016,0.03,0.11,0.13,0.64,0.9,0.31,0.13,0.22,0,0.47,0.11,0.27,0.31,0
978,2016,0.03,0.12,0.1,0.77,0.9,0.38,0.08,0.32,0,0.5,0.09,0.27,0.32,0
979,2016,0.04,0.16,0.1,0.84,0.9,0.46,0.06,0.39,0,0.52,0.11,0.3,0.33,0
980,2016,0.04,0.17,0.13,0.8,0.9,0.53,0.07,0.45,0,0.58,0.14,0.32,0.33,0
981,2016,0.02,0.18,0.18,0.71,0.9,0.6,0.1,0.5,0,0.65,0.17,0.32,0.3,0
982,2016,0.01,0.17,0.23,0.52,0.88,0.62,0.15,0.54,0,0.7,0.21,0.28,0.26,0
983,2016,0,0.13,0.29,0.42,0.76,0.6,0.25,0.59,0.01,0.75,0.26,0.23,0.2,0
984,2016,0,0.1,0.3,0.38,0.64,0.56,0.34,0.67,0.01,0.77,0.27,0.24,0.16,0
985,2016,0.03,0.09,0.28,0.41,0.6,0.53,0.42,0.73,0,0.78,0.25,0.2,0.14,0
986,2016,0.09,0.11,0.31,0.41,0.64,0.54,0.41,0.78,0,0.8,0.2,0.17,0.13,0
987,2016,0.14,0.11,0.36,0.4,0.68,0.5,0.41,0.79,0,0.82,0.16,0.2,0.11,0
988,2016,0.13,0.14,0.33,0.38,0.73,0.43,0.39,0.8,0,0.8,0.13,0.24,0.11,0
989,2016,0.09,0.15,0.31,0.35,0.77,0.4,0.33,0.81,0,0.76,0.11,0.24,0.12,0
990,2016,0.06,0.15,0.29,0.34,0.77,0.42,0.28,0.81,0.01,0.7,0.08,0.24,0.12,0
991,2016,0.02,0.16,0.24,0.28,0.74,0.44,0.23,0.78,0.01,0.63,0.06,0.21,0.11,0
992,2016,0,0.09,0.16,0.16,0.62,0.38,0.17,0.75,0.02,0.51,0.03,0.14,0.07,0
993,2016,0,0.02,0.08,0.08,0.48,0.32,0.1,0.77,0.01,0.35,0.01,0.05,0.05,0
994,2016,0,0,0.08,0.05,0.4,0.44,0.05,0.81,0.01,0.23,0,0.06,0.07,0
995,2016,0,0,0.05,0.03,0.36,0.45,0.02,0.86,0.01,0.17,0,0.04,0.09,0
996,2016,0.02,0,0.04,0.04,0.39,0.46,0,0.88,0.01,0.16,0,0.02,0.12,0
997,2016,0.08,0,0.02,0.07,0.5,0.47,0.01,0.89,0.01,0.19,0.01,0.01,0.16,0
998,2016,0.21,0,0.02,0.11,0.65,0.49,0.04,0.89,0.02,0.22,0.02,0.01,0.2,0
999,2016,0.3,0.04,0.02,0.14,0.75,0.5,0.07,0.9,0.03,0.27,0.04,0.01,0.25,0
1000,2016,0.22,0.08,0.01,0.18,0.82,0.49,0.08,0.9,0.04,0.32,0.06,0.01,0.27,0
1001,2016,0.16,0.08,0.01,0.18,0.86,0.43,0.08,0.9,0.06,0.37,0.11,0.01,0.22,0
1002,2016,0.16,0.07,0.01,0.2,0.88,0.4,0.06,0.9,0.09,0.42,0.2,0.02,0.22,0
1003,2016,0.17,0.05,0.01,0.21,0.86,0.4,0.04,0.9,0.14,0.47,0.34,0.03,0.22,0
1004,2016,0.19,0.03,0.01,0.19,0.8,0.34,0.01,0.89,0.2,0.55,0.47,0.03,0.2,0
1005,2016,0.23,0.03,0.01,0.18,0.75,0.29,0,0.76,0.25,0.66,0.58,0.04,0.18,0
1006,2016,0.24,0.04,0.01,0.19,0.7,0.27,0,0.49,0.3,0.77,0.68,0.04,0.14,0
1007,2016,0.24,0.06,0.01,0.2,0.64,0.27,0,0.28,0.34,0.84,0.75,0.04,0.1,0
1008,2016,0.23,0.08,0.01,0.17,0.53,0.26,0,0.22,0.38,0.88,0.83,0.03,0.08,0
1009,2016,0.21,0.1,0.02,0.12,0.41,0.25,0,0.29,0.39,0.89,0.86,0.02,0.07,0
1010,2016,0.26,0.11,0.02,0.08,0.33,0.29,0,0.45,0.44,0.9,0.87,0.01,0.06,0
1011,2016,0.35,0.11,0.02,0.05,0.27,0.37,0,0.66,0.46,0.9,0.87,0.01,0.07,0
1012,2016,0.46,0.1,0.03,0.03,0.22,0.44,0,0.79,0.46,0.9,0.88,0.01,0.09,0
1013,2016,0.58,0.07,0.03,0.02,0.19,0.5,0.01,0.85,0.45,0.9,0.89,0.01,0.12,0
1014,2016,0.67,0.04,0.03,0.02,0.2,0.54,0.01,0.88,0.44,0.9,0.89,0.02,0.14,0
1015,2016,0.71,0.03,0.03,0.02,0.25,0.56,0.01,0.89,0.45,0.89,0.9,0.03,0.19,0
1016,2016,0.69,0.03,0.02,0.02,0.3,0.46,0.01,0.9,0.48,0.89,0.9,0.03,0.22,0
1017,2016,0.58,0.04,0.01,0.01,0.32,0.42,0.01,0.9,0.47,0.88,0.9,0.01,0.26,0
1018,2016,0.57,0.06,0,0,0.37,0.54,0.01,0.9,0.45,0.87,0.9,0.01,0.39,0
1019,2016,0.65,0.16,0,0,0.43,0.58,0.01,0.9,0.46,0.86,0.9,0.01,0.47,0
1020,2016,0.7,0.26,0,0,0.46,0.57,0.01,0.9,0.49,0.86,0.9,0,0.51,0
1021,2016,0.69,0.35,0,0.01,0.49,0.54,0.01,0.9,0.5,0.86,0.9,0,0.55,0
1022,2016,0.71,0.44,0.01,0.01,0.56,0.53,0.01,0.9,0.47,0.85,0.89,0,0.63,0
1023,2016,0.72,0.46,0.02,0.02,0.63,0.56,0.01,0.9,0.45,0.82,0.89,0,0.69,0
1024,2016,0.68,0.39,0.02,0.04,0.7,0.57,0.01,0.9,0.44,0.7,0.89,0,0.65,0
1025,2016,0.59,0.23,0.01,0.08,0.75,0.5,0.01,0.9,0.44,0.6,0.9,0,0.64,0
1026,2016,0.66,0.23,0.03,0.16,0.79,0.44,0.01,0.9,0.44,0.56,0.89,0.01,0.66,0
1027,2016,0.72,0.28,0.05,0.2,0.8,0.42,0.02,0.9,0.43,0.56,0.89,0,0.66,0
1028,2016,0.73,0.34,0.08,0.17,0.75,0.36,0.02,0.9,0.42,0.56,0.89,0.01,0.61,0
1029,2016,0.74,0.4,0.11,0.13,0.66,0.3,0.02,0.9,0.39,0.59,0.89,0.01,0.56,0
1030,2016,0.75,0.44,0.13,0.11,0.56,0.26,0.02,0.9,0.33,0.64,0.89,0.03,0.51,0
1031,2016,0.75,0.46,0.14,0.11,0.47,0.24,0.02,0.89,0.25,0.69,0.88,0.05,0.47,0
1032,2016,0.75,0.48,0.16,0.13,0.41,0.25,0.02,0.86,0.16,0.73,0.88,0.07,0.43,0
1033,2016,0.75,0.52,0.17,0.13,0.38,0.3,0.01,0.82,0.09,0.78,0.87,0.08,0.4,0
1034,2016,0.76,0.54,0.2,0.11,0.36,0.41,0.01,0.8,0.04,0.86,0.87,0.1,0.39,0
1035,2016,0.74,0.53,0.21,0.08,0.32,0.51,0.02,0.8,0.02,0.9,0.86,0.12,0.4,0
1036,2016,0.72,0.5,0.2,0.07,0.32,0.56,0.02,0.8,0.01,0.9,0.84,0.14,0.41,0
1037,2016,0.72,0.47,0.18,0.06,0.33,0.53,0.02,0.84,0.01,0.9,0.78,0.15,0.42,0
1038,2016,0.69,0.44,0.16,0.07,0.32,0.46,0.01,0.87,0,0.9,0.71,0.16,0.42,0
1039,2016,0.63,0.41,0.14,0.06,0.27,0.36,0,0.9,0,0.9,0.71,0.16,0.41,0
1040,2016,0.55,0.38,0.12,0.03,0.22,0.24,0.02,0.9,0.02,0.89,0.57,0.14,0.34,0
1041,2016,0.5,0.24,0.06,0.01,0.14,0.14,0,0.9,0.06,0.89,0.42,0.06,0.28,0
1042,2016,0.57,0.25,0.02,0.02,0.11,0.14,0,0.9,0.05,0.88,0.25,0.01,0.38,0
1043,2016,0.36,0.46,0.03,0.06,0.21,0.13,0,0.9,0.03,0.88,0.17,0.02,0.52,0
1044,2016,0.34,0.48,0.07,0.05,0.32,0.11,0,0.9,0.02,0.88,0.16,0.02,0.63,0
1045,2016,0.47,0.39,0.12,0.01,0.38,0.11,0,0.9,0.01,0.87,0.2,0.05,0.63,0
1046,2016,0.63,0.38,0.12,0,0.39,0.11,0,0.9,0.05,0.86,0.27,0.09,0.61,0
1047,2016,0.69,0.38,0.12,0,0.37,0.14,0,0.9,0.11,0.81,0.26,0.13,0.61,0
1048,2016,0.7,0.43,0.12,0,0.42,0.16,0.02,0.9,0.17,0.7,0.31,0.14,0.54,0
1049,2016,0.6,0.32,0.07,0.09,0.62,0.15,0.01,0.9,0.21,0.57,0.31,0.12,0.44,0
1050,2016,0.48,0.36,0.09,0.26,0.85,0.16,0.02,0.9,0.26,0.44,0.32,0.17,0.4,0
1051,2016,0.39,0.41,0.17,0.22,0.89,0.19,0.02,0.9,0.31,0.28,0.38,0.2,0.36,0
1052,2016,0.32,0.37,0.25,0.15,0.87,0.24,0.01,0.9,0.37,0.12,0.49,0.22,0.34,0
1053,2016,0.29,0.39,0.26,0.17,0.82,0.29,0.01,0.9,0.41,0.06,0.65,0.24,0.31,0
1054,2016,0.26,0.41,0.27,0.18,0.75,0.31,0.02,0.9,0.47,0.07,0.77,0.25,0.29,0
1055,2016,0.3,0.4,0.28,0.13,0.62,0.29,0.05,0.9,0.49,0.16,0.84,0.27,0.25,0
1056,2016,0.5,0.36,0.27,0.08,0.47,0.28,0.08,0.89,0.45,0.29,0.87,0.31,0.23,0
1057,2016,0.69,0.31,0.21,0.05,0.35,0.29,0.11,0.88,0.4,0.44,0.86,0.32,0.23,0
1058,2016,0.81,0.33,0.19,0.05,0.28,0.29,0.11,0.84,0.35,0.58,0.89,0.3,0.2,0
1059,2016,0.87,0.4,0.17,0.07,0.26,0.29,0.12,0.78,0.31,0.69,0.9,0.27,0.2,0
1060,2016,0.89,0.47,0.16,0.09,0.28,0.3,0.13,0.72,0.27,0.75,0.9,0.25,0.23,0
1061,2016,0.89,0.54,0.16,0.14,0.38,0.28,0.11,0.64,0.26,0.76,0.9,0.23,0.21,0
1062,2016,0.89,0.58,0.16,0.21,0.56,0.24,0.08,0.58,0.26,0.76,0.9,0.22,0.2,0
1063,2016,0.89,0.61,0.17,0.27,0.74,0.2,0.05,0.49,0.26,0.73,0.9,0.23,0.2,0
1064,2016,0.89,0.57,0.16,0.17,0.76,0.14,0.04,0.41,0.24,0.72,0.9,0.19,0.17,0
1065,2016,0.86,0.43,0.08,0.06,0.66,0.07,0.03,0.47,0.21,0.73,0.9,0.07,0.17,0
1066,2016,0.87,0.48,0.05,0.03,0.57,0.05,0.02,0.6,0.17,0.75,0.9,0.01,0.29,0
1067,2016,0.88,0.55,0.07,0.02,0.47,0.07,0.02,0.74,0.12,0.79,0.9,0,0.42,0
1068,2016,0.88,0.52,0.08,0.01,0.45,0.07,0.01,0.82,0.07,0.85,0.9,0,0.54,0
1069,2016,0.88,0.48,0.07,0,0.53,0.07,0.01,0.86,0.03,0.87,0.9,0,0.62,0
1070,2016,0.87,0.48,0.07,0.02,0.69,0.08,0,0.89,0.01,0.88,0.9,0,0.66,0
1071,2016,0.86,0.5,0.09,0.05,0.82,0.09,0,0.9,0.01,0.87,0.89,0,0.64,0
1072,2016,0.8,0.5,0.12,0.08,0.88,0.11,0,0.9,0.01,0.85,0.79,0,0.53,0
1073,2016,0.69,0.37,0.13,0.12,0.87,0.12,0,0.9,0.02,0.83,0.64,0,0.49,0
1074,2016,0.73,0.41,0.2,0.18,0.84,0.14,0,0.9,0.04,0.79,0.56,0,0.49,0
1075,2016,0.79,0.47,0.27,0.2,0.77,0.15,0,0.9,0.08,0.72,0.54,0,0.48,0
1076,2016,0.83,0.49,0.26,0.16,0.65,0.15,0,0.9,0.13,0.62,0.51,0,0.48,0
1077,2016,0.86,0.48,0.22,0.14,0.52,0.16,0,0.9,0.19,0.51,0.51,0,0.49,0
1078,2016,0.87,0.47,0.17,0.15,0.44,0.17,0,0.9,0.25,0.38,0.55,0,0.52,0
1079,2016,0.88,0.48,0.14,0.16,0.42,0.16,0,0.9,0.3,0.27,0.6,0,0.56,0
1080,2016,0.88,0.49,0.12,0.17,0.47,0.14,0,0.9,0.33,0.18,0.65,0,0.59,0
1081,2016,0.87,0.49,0.1,0.18,0.51,0.12,0,0.9,0.32,0.12,0.7,0,0.59,0
1082,2016,0.87,0.48,0.09,0.2,0.5,0.09,0,0.9,0.31,0.06,0.75,0,0.59,0
1083,2016,0.86,0.47,0.08,0.23,0.47,0.06,0,0.89,0.31,0.04,0.77,0,0.57,0
1084,2016,0.86,0.44,0.08,0.24,0.44,0.04,0.01,0.84,0.36,0.03,0.73,0.01,0.54,0
1085,2016,0.86,0.41,0.08,0.21,0.39,0.04,0.04,0.74,0.45,0.05,0.67,0.02,0.5,0
1086,2016,0.87,0.38,0.08,0.16,0.3,0.04,0.08,0.58,0.55,0.1,0.65,0.05,0.46,0
1087,2016,0.89,0.35,0.07,0.12,0.24,0.04,0.13,0.39,0.68,0.21,0.72,0.08,0.42,0
1088,2016,0.89,0.34,0.07,0.09,0.2,0.05,0.22,0.27,0.84,0.21,0.81,0.1,0.37,0
1089,2016,0.89,0.29,0.05,0.03,0.14,0.05,0.34,0.18,0.9,0.21,0.86,0.05,0.28,0
1090,2016,0.89,0.4,0.04,0.01,0.09,0.05,0.48,0.12,0.9,0.24,0.88,0.03,0.28,0
1091,2016,0.9,0.66,0.11,0.04,0.08,0.05,0.62,0.09,0.9,0.28,0.89,0.05,0.32,0
1092,2016,0.9,0.73,0.24,0.11,0.1,0.07,0.72,0.12,0.9,0.31,0.9,0.06,0.35,0
1093,2016,0.9,0.81,0.37,0.24,0.16,0.1,0.78,0.18,0.9,0.36,0.9,0.08,0.34,0
1094,2016,0.9,0.86,0.48,0.44,0.27,0.1,0.78,0.2,0.9,0.43,0.9,0.13,0.33,0
1095,2016,0.9,0.87,0.56,0.66,0.42,0.09,0.76,0.22,0.9,0.46,0.9,0.19,0.31,0
1096,2016,0.9,0.87,0.56,0.69,0.54,0.1,0.7,0.36,0.9,0.47,0.9,0.25,0.26,0
1097,2016,0.9,0.77,0.39,0.61,0.57,0.11,0.62,0.61,0.84,0.54,0.9,0.25,0.26,0
1098,2016,0.9,0.67,0.38,0.53,0.52,0.15,0.55,0.77,0.55,0.68,0.9,0.36,0.29,0
1099,2016,0.9,0.7,0.36,0.44,0.46,0.18,0.47,0.79,0.37,0.81,0.9,0.47,0.34,0
1100,2016,0.9,0.71,0.35,0.35,0.42,0.21,0.43,0.76,0.35,0.88,0.9,0.53,0.38,0
1101,2016,0.9,0.7,0.34,0.28,0.37,0.26,0.44,0.73,0.27,0.9,0.9,0.52,0.45,0
1102,2016,0.9,0.69,0.33,0.21,0.33,0.33,0.5,0.74,0.2,0.9,0.9,0.45,0.51,0
1103,2016,0.9,0.69,0.31,0.17,0.31,0.38,0.64,0.78,0.13,0.9,0.89,0.4,0.59,0
1104,2016,0.9,0.71,0.3,0.16,0.35,0.39,0.72,0.82,0.09,0.9,0.88,0.4,0.65,0
1105,2016,0.89,0.75,0.31,0.19,0.43,0.35,0.7,0.86,0.06,0.9,0.84,0.41,0.68,0
1106,2016,0.89,0.78,0.35,0.2,0.51,0.27,0.62,0.87,0.04,0.9,0.84,0.46,0.7,0
1107,2016,0.87,0.8,0.41,0.17,0.56,0.23,0.51,0.87,0.02,0.89,0.85,0.48,0.7,0
1108,2016,0.86,0.81,0.47,0.14,0.58,0.24,0.38,0.87,0.01,0.88,0.83,0.48,0.72,0
1109,2016,0.86,0.82,0.5,0.12,0.57,0.26,0.27,0.87,0,0.86,0.69,0.51,0.73,0
1110,2016,0.87,0.82,0.51,0.11,0.52,0.29,0.17,0.88,0,0.84,0.55,0.53,0.74,0
1111,2016,0.88,0.82,0.5,0.1,0.46,0.3,0.11,0.89,0,0.83,0.44,0.51,0.74,0
1112,2016,0.8,0.77,0.41,0.06,0.39,0.26,0.09,0.89,0,0.82,0.32,0.39,0.71,0
1113,2016,0.6,0.79,0.3,0.04,0.33,0.2,0.06,0.9,0,0.79,0.29,0.24,0.7,0
1114,2016,0.44,0.85,0.39,0.05,0.26,0.17,0.04,0.9,0,0.82,0.32,0.15,0.84,0
1115,2016,0.34,0.79,0.43,0.04,0.23,0.18,0.02,0.9,0,0.85,0.32,0.14,0.87,0
1116,2016,0.23,0.63,0.37,0.03,0.21,0.16,0.01,0.9,0,0.86,0.29,0.13,0.87,0
1117,2016,0.14,0.41,0.28,0.03,0.19,0.12,0.01,0.9,0,0.87,0.26,0.09,0.86,0
1118,2016,0.1,0.24,0.18,0.03,0.23,0.1,0.03,0.9,0,0.85,0.27,0.07,0.86,0
1119,2016,0.08,0.13,0.1,0.05,0.33,0.1,0.09,0.9,0,0.83,0.28,0.07,0.85,0
1120,2016,0.05,0.06,0.05,0.08,0.48,0.09,0.19,0.9,0.01,0.74,0.25,0.07,0.81,0
1121,2016,0.02,0.02,0.02,0.11,0.65,0.09,0.29,0.9,0.01,0.66,0.16,0.09,0.61,0
1122,2016,0.03,0.01,0.02,0.2,0.77,0.09,0.35,0.9,0.01,0.73,0.15,0.15,0.46,0
1123,2016,0.07,0.01,0.04,0.3,0.79,0.08,0.36,0.9,0.02,0.81,0.2,0.22,0.37,0
1124,2016,0.13,0,0.06,0.32,0.72,0.06,0.26,0.9,0.02,0.86,0.22,0.26,0.33,0
1125,2016,0.21,0.01,0.06,0.32,0.61,0.04,0.16,0.9,0.02,0.89,0.22,0.27,0.29,0
1126,2016,0.32,0.04,0.04,0.32,0.49,0.04,0.14,0.87,0.02,0.9,0.26,0.25,0.22,0
1127,2016,0.43,0.06,0.03,0.31,0.38,0.05,0.2,0.79,0.02,0.9,0.32,0.2,0.15,0
1128,2016,0.51,0.06,0.03,0.29,0.31,0.04,0.26,0.75,0.02,0.89,0.4,0.14,0.1,0
1129,2016,0.57,0.05,0.03,0.27,0.26,0.03,0.21,0.78,0.02,0.89,0.47,0.09,0.06,0
1130,2016,0.64,0.05,0.02,0.3,0.22,0.04,0.15,0.85,0.02,0.89,0.57,0.08,0.06,0
1131,2016,0.68,0.04,0.01,0.35,0.24,0.04,0.14,0.89,0.03,0.88,0.63,0.09,0.08,0
1132,2016,0.69,0.04,0.01,0.31,0.29,0.03,0.1,0.9,0.04,0.86,0.63,0.11,0.11,0
1133,2016,0.69,0.04,0.01,0.24,0.3,0.03,0.05,0.9,0.03,0.84,0.62,0.12,0.15,0
1134,2016,0.69,0.04,0.02,0.14,0.24,0.04,0.03,0.9,0.02,0.82,0.65,0.1,0.2,0
1135,2016,0.71,0.05,0.03,0.07,0.16,0.05,0.07,0.9,0.03,0.81,0.67,0.08,0.24,0
1136,2016,0.69,0.05,0.05,0.04,0.14,0.05,0.17,0.9,0.05,0.79,0.65,0.06,0.24,0
1137,2016,0.6,0.08,0.05,0.03,0.13,0.03,0.23,0.9,0.05,0.77,0.55,0.02,0.24,0
1138,2016,0.68,0.19,0.15,0.04,0.2,0.03,0.29,0.9,0.05,0.78,0.71,0.05,0.36,0
1139,2016,0.79,0.33,0.21,0.07,0.38,0.02,0.32,0.9,0.06,0.81,0.79,0.14,0.47,0
1140,2016,0.82,0.46,0.23,0.12,0.64,0.03,0.33,0.9,0.08,0.84,0.81,0.22,0.55,0
1141,2016,0.8,0.58,0.27,0.18,0.82,0.05,0.33,0.9,0.09,0.86,0.84,0.34,0.6,0
1142,2016,0.78,0.66,0.31,0.23,0.88,0.12,0.4,0.9,0.09,0.87,0.89,0.49,0.63,0
1143,2016,0.74,0.67,0.33,0.3,0.89,0.28,0.51,0.9,0.07,0.88,0.89,0.61,0.64,0
1144,2016,0.68,0.67,0.35,0.36,0.9,0.47,0.47,0.9,0.06,0.87,0.89,0.71,0.54,0
1145,2016,0.47,0.6,0.35,0.37,0.89,0.54,0.41,0.9,0.06,0.86,0.8,0.72,0.42,0
1146,2016,0.32,0.45,0.44,0.46,0.89,0.6,0.33,0.9,0.07,0.86,0.66,0.73,0.44,0
1147,2016,0.22,0.48,0.5,0.61,0.89,0.69,0.29,0.9,0.06,0.85,0.73,0.71,0.49,0
1148,2016,0.14,0.5,0.5,0.54,0.85,0.74,0.26,0.9,0.03,0.82,0.75,0.68,0.55,0
1149,2016,0.11,0.48,0.49,0.4,0.68,0.76,0.24,0.9,0.01,0.78,0.7,0.68,0.6,0
1150,2016,0.12,0.41,0.48,0.36,0.5,0.74,0.2,0.9,0,0.73,0.62,0.7,0.61,0
1151,2016,0.12,0.37,0.43,0.37,0.4,0.71,0.16,0.9,0,0.68,0.54,0.7,0.6,0
1152,2016,0.09,0.35,0.35,0.39,0.37,0.69,0.15,0.9,0,0.63,0.5,0.65,0.57,0
1153,2016,0.03,0.35,0.3,0.38,0.37,0.68,0.16,0.9,0,0.57,0.46,0.56,0.52,0
1154,2016,0.01,0.33,0.3,0.36,0.32,0.63,0.13,0.9,0.01,0.49,0.42,0.53,0.46,0
1155,2016,0,0.32,0.28,0.39,0.32,0.56,0.14,0.9,0.01,0.43,0.34,0.53,0.42,0
1156,2016,0,0.31,0.26,0.35,0.35,0.49,0.16,0.9,0.01,0.4,0.33,0.56,0.39,0
